ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Direction,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Direction,Altitude,Latitude Decimal Degrees,Longitude Decimal Degrees
EGLG,,,PANSHANGER,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGLJ,,CHALGROVE,CHALSGROVE,ENGLAND,51,40,34,N,1,4,51,W,74,51.676,-1.081
EGLK,BBS,BLACKBUSHE,BLACKBUSHE,ENGLAND,51,19,26,N,0,50,51,W,100,51.324,-0.848
EGLL,LHR,HEATHROW,LONDON,ENGALND,51,28,39,N,0,27,41,W,25,51.477,-0.461
EGLM,,,WHITE WALTHAM,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGLS,,,OLD SARUM,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGLW,,,LONDON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGMC,SEN,SOUTHEND,SOUTHEND,ENGLAND,51,34,17,N,0,41,44,E,15,51.571,0.696
EGMD,LYX,LYDD,LYDD,UK,50,57,22,N,0,56,21,E,4,50.956,0.939
EGMH,MSE,MANSTON,MANSTON,ENGLAND,51,20,32,N,1,20,46,E,55,51.342,1.346
EGNA,,,HUCKNALL,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNB,,BROUGH,BROUGH,ENGLAND,53,43,10,N,0,33,58,W,4,53.719,-0.566
EGNC,CAX,CARLISLE,CARLISLE,ENGLAND,54,56,15,N,2,48,33,W,58,54.938,-2.809
EGNE,,,REPTON,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNF,,,NETHER THORPE,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNG,,,PRESTON/BLACKBURN,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNH,BLK,BLACKPOOL,BLACKPOOL,ENGLAND,53,46,18,N,3,1,43,W,11,53.772,-3.029
EGNI,,,SKEGNESS,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNJ,HUY,HUMBERSIDE,HUMBERSIDE,ENGLAND,53,34,28,N,0,21,3,W,37,53.574,-0.351
EGNL,BWF,WALNEY ISLAND,BARROW ISLAND,ENGLAND,54,7,47,N,3,15,22,W,15,54.13,-3.256
EGNM,LBA,LEEDS BRADFORD,LEEDS,ENGLAND,53,51,57,N,1,39,38,W,208,53.866,-1.661
EGNO,,WARTON,WARTON,UK,53,44,42,N,2,52,59,W,17,53.745,-2.883
EGNR,CEG,HAWARDEN,HAWARDEN,ENGLAND,53,10,41,N,2,58,40,W,11,53.178,-2.978
EGNS,IOM,ISLE OF MAN,ISLE OF MAN,ENGLAND,54,5,0,N,4,37,26,W,17,54.083,-4.624
EGNT,NCL,NEWCASTLE,NEWCASTLE,ENGLAND,55,2,15,N,1,41,30,W,82,55.038,-1.692
EGNV,MME,TEESSIDE,TEESSIDE,ENGLAND,54,30,33,N,1,25,45,W,37,54.509,-1.429
EGNW,,,WICKENBY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGNX,EMA,EAST MIDLANDS,EAST MIDLANDS,ENGLAND,52,49,52,N,1,19,41,W,94,52.831,-1.328
EGOB,,,BURTONWOOD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGOC,,,BISHOPS COURT,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGOD,,LLANBEDR,LLANBEDR,ENGLAND,52,48,42,N,4,7,24,W,10,52.812,-4.123
EGOE,,TERNHILL,TERNHILL,UK,52,52,16,N,2,32,0,W,83,52.871,-2.533
EGOJ,,,JURBY HEAD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGOM,,,SPADEADAM,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGOP,,,PEMBREY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGOQ,,MONA,MONA,UK,53,15,30,N,4,22,24,W,62,53.258,-4.373
EGOS,,SHAWBURY,SHAWBURY,UK,52,47,53,N,2,40,4,W,76,52.798,-2.668
EGOV,,VALLEY,VALLEY,UK,53,14,53,N,4,32,7,W,12,53.248,-4.535
EGOW,,WOODVALE,WOODVALE,UK,53,34,53,N,3,3,19,W,12,53.581,-3.055
EGOY,,WEST FREUGH,WEST FREUGH,UK,54,51,4,N,4,56,52,W,18,54.851,-4.948
EGPA,KOI,KIRKWALL,KIRKWALL,SCOTLAND,58,57,29,N,2,54,18,W,16,58.958,-2.905
EGPB,LSI,SUMBURGH,SUMBURGH,UK,59,52,44,N,1,17,44,W,7,59.879,-1.296
EGPC,WIC,WICK,WICK,UK,58,27,31,N,3,5,34,W,39,58.459,-3.093
EGPD,ABZ,DYCE,ABERDEEN,UK,57,12,15,N,2,12,1,W,66,57.204,-2.2
EGPE,INV,INVERNESS,INVERNESS,UK,57,32,24,N,4,3,0,W,10,57.54,-4.05
EGPF,GLA,GLASGOW,GLASGOW,UK,55,52,19,N,4,25,59,W,8,55.872,-4.433
EGPG,,,CUMBERNAULD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPH,EDI,EDINBURGH,EDINBURGH,UK,55,57,0,N,3,22,21,W,42,55.95,-3.373
EGPI,ILY,ISLAY,ISLAY,UK,55,40,55,N,6,15,24,W,17,55.682,-6.257
EGPJ,,,FIFE,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPK,PIK,PRESTWICK,PRESTWICK,UK,55,30,28,N,4,35,12,W,20,55.508,-4.587
EGPL,BEB,BENBECULA,BENBECULA,UK,57,28,52,N,7,21,46,W,6,57.481,-7.363
EGPM,SDZ,SCATSTA,SCATSTA,UK,60,25,56,N,1,17,53,W,23,60.432,-1.298
EGPN,DND,DUNDEE,DUNDEE,UK,56,27,9,N,3,1,33,W,6,56.453,-3.026
EGPO,SYY,STORNOWAY,STORNOWAY,UK,58,12,49,N,6,19,44,W,8,58.214,-6.329
EGPR,BRR,,BARRA,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPS,,,PETERHEAD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPT,,,PERTH,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPU,TRE,TIREE,TIREE,UK,56,29,57,N,6,52,9,W,12,56.499,-6.869
EGPW,UNT,,UNST,SHETLAND ISLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGPY,,,DOUNREAY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQA,,,TAIN,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQB,,,BALLYKELLY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQC,,,GARVE ISLAND,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQD,,,LISBURN,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQL,ADX,LEUCHARS,LEUCHARS,UK,56,22,22,N,2,52,6,W,12,56.373,-2.868
EGQM,,,BOULMER,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQN,,,BUCHAN,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQO,,,ROSEHEARTY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQR,,,SAXA VORD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQS,LMO,LOSSIEMOUTH,LOSSIEMOUTH,UK,57,42,18,N,3,20,21,W,13,57.705,-3.339
EGQT,,,EDINBURGH,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGQX,,,KINLOSS,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGRE,,,MALVERN,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGRR,,BRACKNELL MET CENTER,BRACKNELL,ENGLAND,51,23,0,N,0,47,0,W,0,51.383,-0.783
EGRS,,,SULLOM VOE,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSA,,,SHIPDHAM,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSB,,,BEDFORD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSC,CBG,CAMBRIDGE,CAMBRIDGE,ENGLAND,52,12,18,N,0,10,30,E,16,52.205,0.175
EGSD,,,GREAT YARMOUTH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSE,,,IPSWICH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSF,,CONINGTON,PETERBOROUGH,ENGLAND,52,28,5,N,0,15,4,W,8,52.468,-0.251
EGSG,,,STAPLEFORD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSH,NWI,NORWICH,NORWICH,ENGLAND,52,40,33,N,1,16,58,E,36,52.676,1.283
EGSK,,,HETHEL,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSL,,,ANDREWSFIELD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSM,,,BECCLES,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSN,,,BOURN,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSP,,,PETERBOROUGH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSR,,,EARLS COLNE,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSS,STN,STANSTED,LONDON,ENGLAND,51,53,6,N,0,14,6,E,107,51.885,0.235
EGST,,,ELMSETT,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSV,,,BEDFORD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSW,,,WEELEY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGSX,,NORTH WEALD,NORTH WEALD,UK,51,43,18,N,0,9,15,E,98,51.722,0.154
EGSY,,SHEFFIELD CITY,FOWLMERE,ENGLAND,53,23,39,N,1,23,18,W,71,53.394,-1.388
EGTA,,,AYLESBURY ON THAMES,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGTB,,,WYCOMBE AIR PARK,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGTC,,CRANFIELD,CRANFIELD,ENGLAND,52,4,20,N,0,37,0,W,110,52.072,-0.617
EGTD,,DUNSFOLD,DUNSFOLD,ENGLAND,51,7,0,N,0,32,4,W,53,51.117,-0.534
EGTE,EXT,EXETER,EXETER,ENGLAND,50,44,4,N,3,24,50,W,31,50.734,-3.414
EGTF,,,FAIROAKS,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGTG,FZO,BRISTOL FILTON,BRISTOL,ENGLAND,51,31,10,N,2,35,27,W,69,51.519,-2.591
EGTH,HTF,HATFIELD,HATFIELD,ENGLAND,51,46,0,N,0,15,0,E,24,51.767,0.25
EGTI,,,LEAVESDEN,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,51,50,13,N,1,19,12,W,83,51.837,-1.32
EGTR,,,ELSTREE,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUA,,,UPPER HEYFORD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUB,,BENSON,BENSON,ENGLAND,51,36,58,N,1,5,44,W,69,51.616,-1.096
EGUC,,,ABERPORTH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUD,,,ABINGDON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUF,,,FARNBOROUGH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUG,,,ASH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUH,,,HIGH WYCOMBE,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUJ,,,NEATISHEAD,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUK,,,WATERBEACH,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUL,,LAKENHEATH,LAKENHEATH,ENGLAND,52,24,33,N,0,33,39,E,10,52.409,0.561
EGUM,,,MANSTON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUN,MHZ,MILDENHALL,MILDENHALL,ENGLAND,52,21,39,N,0,29,18,E,11,52.361,0.488
EGUP,,,SCULTHORPE,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUS,,,LEE-ON-SOLENT,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGUW,,WATTISHAM,WATTISHAM,UK,52,7,38,N,0,57,21,E,87,52.127,0.956
EGUY,,WYTON,WYTON,UK,52,21,26,N,0,6,28,W,42,52.357,-0.108
EGVA,FFD,FAIRFORD,FAIRFORD,ENGLAND,51,40,55,N,1,47,24,W,88,51.682,-1.79
EGVB,,,BAWDSEY,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVC,,,HULLAVINGTON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVG,,,WOODBRIDGE,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVH,,,HEREFORD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVI,,,GREEN COMMON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVJ,,,BENTWATERS,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVL,,,NORTH LUFFENHAM,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVN,BZZ,BRIZE NORTON,BRIZE NORTON,ENGLAND,51,44,59,N,1,35,1,W,88,51.75,-1.584
EGVO,ODH,ODIHAM,ODIHAM,UK,51,14,3,N,0,56,34,W,124,51.234,-0.943
EGVP,,,MIDDLE WALLOP,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGVW,,,BEDFORD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGWC,,COSFORD,COSFORD,ENGLAND,52,38,24,N,2,18,20,W,83,52.64,-2.306
EGWE,,,HENLOW,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGWN,,,HALTON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGWS,,,BENTLEY PRIORY,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGWU,NHT,NORTHOLT RAF,NORTHOLT,UK,51,33,10,N,0,25,5,W,38,51.553,-0.418
EGWZ,,,ALCONBURY,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXB,,,BINBROOK,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXC,QCY,CONINGSBY,CONINGSBY,ENGLAND,53,5,34,N,0,9,57,W,8,53.093,-0.166
EGXD,,DISHFORTH,DISHFORTH,ENGLAND,54,8,13,N,1,25,12,W,36,54.137,-1.42
EGXE,,LEEMING,LEEMING,ENGLAND,54,17,32,N,1,32,6,W,41,54.292,-1.535
EGXF,,,COWDEN,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXG,,CHURCH FENTON,CHURCH FENTON,ENGLAND,53,50,3,N,1,11,43,W,9,53.834,-1.195
EGXH,BEQ,HONINGTON,HONINGTON,ENGLAND,52,20,33,N,0,46,22,E,54,52.343,0.773
EGXI,,,FINNINGLEY,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXJ,,COTTESMORE,COTTESMORE,ENGLAND,52,44,8,N,0,38,55,W,141,52.736,-0.649
EGXK,,,DONNA NOOK,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXN,,,NEWTON,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXP,,SCAMPTON,SCAMPTON,UK,53,18,27,N,0,33,3,W,62,53.307,-0.551
EGXS,,,SWINDERBY,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXT,,WITTERING,WITTERING,UK,52,36,45,N,0,28,35,W,84,52.613,-0.476
EGXU,,LINTON ON OUSE,LINTON-ON-OUSE,ENGLAND,54,2,58,N,1,15,7,W,17,54.049,-1.252
EGXV,,,LECONFIELD,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGXW,WTN,WADDINGTON,WADDINGTON,UK,53,9,58,N,0,31,25,W,71,53.166,-0.524
EGXZ,,TOPCLIFFE,TOPCLIFFE,UK,54,12,20,N,1,22,56,W,29,54.206,-1.382
EGYB,,,BRAMPTON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGYC,CLF,COLTISHALL,COLTISHALL,ENGLAND,52,45,17,N,1,21,26,E,21,52.755,1.357
EGYD,,CRANWELL,CRANWELL,ENGLAND,53,1,50,N,0,28,52,W,67,53.031,-0.481
EGYE,,BARKSTON HEATH,BARKSTON HEATH,ENGLAND,52,57,44,N,0,33,41,W,112,52.962,-0.561
EGYH,,,HOLBEACH,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGYK,,,ELVINGTON,ENGLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EGYM,KNF,MARHAM,MARHAM,UK,52,38,54,N,0,33,1,E,23,52.648,0.55
EGYP,MPN,MOUNT PLEASANT,MOUNT PLEASANT,FALKLAND ISLANDS,51,49,22,S,58,26,50,W,75,-51.823,-58.447
EGYW,,,WAINFLEET,UK,0,0,0,U,0,0,0,U,0,0.0,0.0
EHAL,,,AMELAND,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHAM,AMS,SCHIPHOL,AMSTERDAM,NETHERLANDS,52,18,31,N,4,45,50,E,-3,52.309,4.764
EHBD,,BUDEL,WEERT,NETHERLANDS,51,15,19,N,5,36,5,E,35,51.255,5.601
EHBK,MST,MAASTRICHT,MAASTRICHT,NETHERLANDS,50,54,41,N,5,46,12,E,115,50.911,5.77
EHDB,,,DE BILT,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHDL,,DEELEN,DEELEN,NETHERLANDS,52,3,38,N,5,52,23,E,49,52.061,5.873
EHDP,,,VENRAIJ,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHDR,,DRACHTEN,DRACHTEN,NETHERLANDS,53,7,9,N,6,7,47,E,5,53.119,6.13
EHEH,EIN,EINDHOVEN,EINDHOVEN,NETHERLANDS,51,27,0,N,5,22,28,E,23,51.45,5.374
EHGG,GRQ,EELDE,GRONINGEN,NETHERLANDS,53,7,10,N,6,34,46,E,6,53.119,6.579
EHGR,,GILZE RIJEN,GILZE-RIJEN,NETHERLANDS,51,34,4,N,4,55,59,E,15,51.568,4.933
EHHO,,,HOOGEVEEN,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHHV,,,HILVERSUM,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHKD,DHR,DE KOOY,DE KOOY,NETHERLANDS,52,55,24,N,4,46,50,E,1,52.923,4.781
EHKL,,,VOLKEL,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHLE,,LELYSTAD,LELYSTAD,NETHERLANDS,52,27,37,N,5,31,38,E,-3,52.46,5.527
EHLW,LWR,LEEUWARDEN,LEEUWARDEN,NETHERLANDS,53,13,43,N,5,45,38,E,2,53.229,5.761
EHMC,,,NIEUW MILLINGEN,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHMZ,,,MIDDELBURG,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHNP,,,EMMELOORD,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHRD,RTM,ROTTERDAM,ROTTERDAM,NETHERLANDS,51,57,26,N,4,26,30,E,-4,51.957,4.442
EHSB,UTC,SOESTERBERG,SOESTERBERG,NETHERLANDS,52,7,37,N,5,16,35,E,21,52.127,5.276
EHSE,,,HOEVEN,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHST,,,STADSKANAAL,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHTE,,,DEVENTER,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHTW,ENS,TWENTHE,ENSCHEDE,NETHERLANDS,52,16,12,N,6,52,27,E,35,52.27,6.874
EHTX,,,TEXEL,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHVB,LID,VALKENBURG,VALKENBURG,NETHERLANDS,52,10,11,N,4,25,34,E,0,52.17,4.426
EHWO,WOE,WOENSDRECHT,WOENSDRECHT,NETHERLANDS,51,26,56,N,4,20,31,E,20,51.449,4.342
EHYM,,,YMUIDEN,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EHYP,YPB,,YPENBURG,NETHERLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
EIAB,,,ABBEYSHRULE,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIBN,,,BANTRY,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIBR,,,BIRR,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIBT,,,BELMULLET,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EICB,,,CASTLEBAR,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EICD,,,CASTLEBRIDGE,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EICK,ORK,CORK,CORK,IRELAND,51,50,34,N,8,29,31,W,154,51.843,-8.492
EICM,GWY,GALWAY,GALWAY,IRELAND,53,18,5,N,8,56,21,W,25,53.301,-8.939
EICN,,,COONAGH,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EICS,,,CASTLEFORBES,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIDL,,DONEGAL,DONEGAL,IRELAND,55,2,39,N,8,20,27,W,10,55.044,-8.341
EIDW,DUB,DUBLIN,DUBLIN,IRELAND,53,25,16,N,6,16,12,W,74,53.421,-6.27
EIFD,,,CASHEL,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIFR,,,FINNER,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIGM,,,GORMANSTON,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIGN,,,GOWRAN GRANGE,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIHN,,,HACKETSTOWN,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIIM,IOR,,INISHMORE,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIIR,INQ,,INISHEER,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIKL,,,KILKENNY,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIKN,NOC,CONNAUGHT,CONNAUGHT,IRELAND,53,54,37,N,8,49,6,W,203,53.91,-8.818
EIKY,KIR,KERRY,KERRY,IRELAND,52,10,51,N,9,31,25,W,35,52.181,-9.524
EILT,,,LETTERKENNY,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIME,,CASEMENT,CASEMENT,IRELAND,53,18,10,N,6,26,34,W,98,53.303,-6.443
EIMN,IIA,,INISHMAAN,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EINN,SNN,SHANNON,SHANNON,IRELAND,52,42,7,N,8,55,29,W,15,52.702,-8.925
EIPT,,,POWERSCOURT,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIRT,,,RATHCOOLE,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EISG,SXL,SLIGO,SLIGO,IRELAND,54,16,48,N,8,35,57,W,4,54.28,-8.599
EISP,,,SPANISH POINT,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EITM,,,TRIM,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EIWF,WAT,WATERFORD,WATERFORD,IRELAND,52,11,13,N,7,5,13,W,37,52.187,-7.087
EIWT,,,WESTON,IRELAND,0,0,0,U,0,0,0,U,0,0.0,0.0
EKAE,,,AERO,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKAH,AAR,AARHUS,AARHUS,DENMARK,56,18,15,N,10,37,10,E,25,56.304,10.619
EKAT,,,ANHOLT,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKAV,,,AVNO,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKBI,BLL,BILLUND,BILLUND,DENMARK,55,44,25,N,9,9,6,E,76,55.74,9.152
EKCH,CPH,KASTRUP,COPENHAGEN,DENMARK,55,37,4,N,12,39,21,E,6,55.618,12.656
EKEB,EBJ,ESBJERG,ESBJERG,DENMARK,55,31,33,N,8,33,12,E,30,55.526,8.553
EKGF,,,THYRA OST,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKGH,,GRONHOLT HILLEROD,GRONHOLT,DENMARK,55,56,28,N,12,22,56,E,30,55.941,12.382
EKHG,,,HERNING,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKHO,,LINDTORP,LINDTORP,DENMARK,56,23,48,N,8,26,36,E,15,56.397,8.443
EKHS,,,HADSUND,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKKA,KRP,KARUP,KARUP,DENMARK,56,17,50,N,9,7,28,E,52,56.297,9.124
EKKL,,,KALUNDBORG,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKLS,,LAESO,LAESO,DENMARK,57,16,40,N,11,0,5,E,8,57.278,11.001
EKLV,,,LEMVIK,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKMB,,LOLLAND FALSTER MARIBO,MARIBO,DENMARK,54,41,57,N,11,26,24,E,5,54.699,11.44
EKMN,,,KOSTER VIG,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKNM,,,MORSO,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKNS,,,NAKSKOV,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKOD,ODE,ODENSE,ODENSE,DENMARK,55,28,34,N,10,19,45,E,18,55.476,10.329
EKPB,,KRUSA PADBORG,KRUSA-PADBORG,DENMARK,54,52,13,N,9,16,45,E,27,54.87,9.279
EKRD,,,RANDERS,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKRK,RKE,ROSKILDE,COPENHAGEN,DENMARK,55,35,8,N,12,7,53,E,45,55.586,12.131
EKRN,RNN,BORNHOLM RONNE,RONNE,DENMARK,55,3,47,N,14,45,34,E,16,55.063,14.759
EKRR,,,RO,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKRS,,,RINGSTED,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKSB,SGD,SONDERBORG,SOENDERBORG,DENMARK,54,57,51,N,9,47,30,E,8,54.964,9.792
EKSD,,,SPJALD,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKSN,,SINDAL,SINDAL,DENMARK,57,30,12,N,10,13,45,E,29,57.503,10.229
EKSP,SKS,SKRYDSTRUP,SKRYDSTRUP,DENMARK,55,13,31,N,9,15,50,E,43,55.225,9.264
EKSS,,,SAMSO,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKST,,,SYDFYN,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKSV,,SKIVE,SKIVE,DENMARK,56,33,0,N,9,10,22,E,23,56.55,9.173
EKTD,,,TONDER,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKTS,TED,THISTED,THISTED,DENMARK,57,4,7,N,8,42,18,E,8,57.069,8.705
EKVA,,VANDEL,VANDEL,DENMARK,55,41,49,N,9,11,36,E,74,55.697,9.193
EKVB,,,VIBORG,DENMARK,0,0,0,U,0,0,0,U,0,0.0,0.0
EKVD,,KOLDING VAMDRUP,KOLDING,DENMARK,55,26,10,N,9,19,51,E,44,55.436,9.331
